670502_20221211_20231209_221125_B_0,1.zip
727165_20221211_20231209_221202_B_0,3454.zip
805008_20221211_20231209_221202_B_0,3455.zip
824500_20221211_20231209_221125_B_0,3456.zip
411370_20220101_20221231_211217_B_0,3457.zip
100908_20220902_20230904_220902_B_1,3458.zip
500456_20221211_20231209_221128_B_0,3459.zip
200568_20221211_20231209_221202_B_0,346.zip
643305_20221211_20231209_221116_B_0,3460.zip
655006_20210901_20251231_210820_B_0,3461.zip
655098_20210701_20251231_210618_B_0,3462.zip
000263_20210601_20260501_210604_B_0,3463.zip
595005_20221227_20221230_221228_B_1,3464.zip
445028_20230103_20231231_221216_B_0,3465.zip
300420_20221211_20231209_221125_B_0,3466.zip
726555_20221211_20231209_221202_B_0,3467.zip
100144_20230103_20230903_221223_B_0,3468.zip
884678_20221211_20231209_221128_B_0,3469.zip
760440_20221211_20231209_221202_B_0,347.zip
485001_20190101_20281231_200807_B_2,3470.zip
760944_20221211_20231209_221123_B_0,3471.zip
481700_20220101_20221231_211217_B_0,3472.zip
947978_20221211_20231209_221125_B_0,3473.zip
450575_20221211_20231209_221130_B_0,3474.zip
500282_20221211_20231209_221128_B_0,3475.zip
876403_20221211_20231231_221118_B_0,3476.zip
680809_20221211_20231209_221125_B_0,3477.zip
655028_20211212_20251231_211206_B_0,3478.zip
730701_20221211_20231209_221202_B_0,3479.zip
416001_20221211_20221231_221125_B_0,348.zip
850116_20221102_20221231_221102_B_1,3480.zip
000498_20210617_20250401_210618_B_0,3481.zip
100309_20221211_20231209_221209_B_1,3482.zip
200483_20221211_20230228_221205_B_1,3483.zip
641374_20221211_20231209_221125_B_0,3484.zip
260416_20221211_20231209_221128_B_0,3485.zip
100172_20220901_20230903_220902_B_0,3486.zip
102315_20221211_20231209_221212_B_0,3487.zip
100169_20230103_20230903_221223_B_0,3488.zip
562711_20221211_20231209_221202_B_0,3489.zip
381482_20221211_20231209_221128_B_0,349.zip
915044_20221211_20230304_221123_B_2,3490.zip
728275_20221211_20231209_221202_B_0,3491.zip
000554_20221211_20231209_221130_B_0,3492.zip
500240_20221211_20231209_221128_B_0,3493.zip
481630_20220101_20221231_211203_B_0,3494.zip
515209_20221211_20231209_221202_B_0,3495.zip
000243_20201210_20250621_201209_B_0,3496.zip
840101_20221211_20231209_221130_B_0,3497.zip
440649_20221211_20231209_221130_B_0,3498.zip
690004_20220612_20270611_220613_B_0,3499.zip
445056_20221211_20231231_221202_B_0,35.zip
945016_20221211_20231209_221128_B_0,350.zip
220629_20221211_20231209_221202_B_0,3500.zip
430854_20221211_20231209_221130_B_0,3501.zip
950125_20221211_20231209_221125_B_0,3502.zip
615327_20211212_20221231_211103_B_0,3503.zip
883636_20221211_20231209_221128_B_0,3504.zip
720010_20221211_20231209_221130_B_0,3505.zip
485005_20190101_20281231_200807_B_2,3506.zip
440424_20221211_20231209_221130_B_0,3507.zip
100396_20221211_20231209_221209_B_0,3508.zip
865305_20221211_20231209_221125_B_0,3509.zip
380735_20221211_20231209_221205_B_0,351.zip
485033_20200401_20281231_200807_B_2,3510.zip
450841_20221211_20231209_221130_B_0,3511.zip
615005_20221211_20231231_221202_B_0,3512.zip
000074_20221004_20270831_220928_B_0,3513.zip
000263_20220127_20260501_220121_B_0,3514.zip
876418_20221211_20231231_221118_B_0,3515.zip
285469_20230101_20231209_221221_B_0,3516.zip
828130_20221211_20231209_221125_B_0,3517.zip
100346_20221224_20230102_221214_B_0,3518.zip
435201_20221212_20230319_221209_B_0,3519.zip
390210_20221211_20231209_221207_B_0,352.zip
481910_20220101_20221231_211215_B_0,3520.zip
773152_20221211_20231209_221123_B_0,3521.zip
430951_20221211_20231209_221130_B_0,3522.zip
655006_20211103_20251231_211029_B_0,3523.zip
823992_20221211_20231209_221123_B_0,3524.zip
100150_20220901_20230903_220902_B_0,3525.zip
350952_20221211_20231209_221123_B_0,3526.zip
421231_20230101_20280101_221214_B_0,3527.zip
905213_20230102_20230102_221223_B_0,3528.zip
100107_20220926_20230903_220926_B_1,3529.zip
595003_20220102_20221231_211208_B_0,353.zip
890310_20221211_20231209_221125_B_0,3530.zip
000031_20211217_20260428_211201_B_0,3531.zip
305017_20221211_20231209_221118_B_0,3532.zip
320134_20221211_20231209_221130_B_0,3533.zip
421231_20211212_20221231_211203_B_0,3534.zip
416008_20230101_20231231_221226_B_0,3535.zip
505217_20221211_20231209_221118_B_0,3536.zip
905211_20221227_20221230_221223_B_0,3537.zip
330511_20221219_20230630_221219_B_1,3538.zip
856802_20220101_20221231_211222_B_0,3539.zip
727233_20221211_20231209_221202_B_0,354.zip
230487_20221211_20230228_221202_B_1,3540.zip
450561_20221211_20231209_221130_B_0,3541.zip
726602_20221211_20231209_221125_B_0,3542.zip
891392_20221211_20231209_221123_B_0,3543.zip
481610_20230101_20231231_221214_B_0,3544.zip
726551_20221211_20231209_221202_B_0,3545.zip
729331_20221211_20231209_221130_B_0,3546.zip
690102_20221211_20221231_221125_B_0,3547.zip
000037_20220523_20241104_220523_B_0,3548.zip
680804_20221211_20231209_221125_B_0,3549.zip
000249_20220310_20260504_220309_B_0,355.zip
729819_20221211_20231209_221123_B_0,3550.zip
320145_20221211_20231209_221130_B_0,3551.zip
801900_20221211_20231209_221125_B_0,3552.zip
390239_20221211_20231209_221207_B_0,3553.zip
902240_20221211_20231209_221128_B_0,3554.zip
692522_20221211_20231209_221123_B_0,3555.zip
425017_20230101_20261231_221223_B_0,3556.zip
535117_20211217_20230131_211217_B_0,3557.zip
910126_20221211_20231209_221116_B_0,3558.zip
825052_20221223_20230102_221223_B_0,3559.zip
230660_20221211_20231209_221125_B_0,356.zip
680824_20221211_20231209_221123_B_0,3560.zip
385004_20221211_20231209_221116_B_0,3561.zip
905215_20230101_20230101_221223_B_0,3562.zip
840509_20221211_20231209_221125_B_0,3563.zip
281655_20221224_20231209_221214_B_0,3564.zip
330535_20221211_20231209_221205_B_0,3565.zip
620730_20221211_20231209_221123_B_0,3566.zip
336001_20221211_20231209_221214_B_0,3567.zip
481580_20230101_20231231_221214_B_0,3568.zip
902246_20221211_20231209_221128_B_0,3569.zip
260729_20221211_20231209_221123_B_0,357.zip
481760_20230101_20231231_221214_B_0,3570.zip
481810_20220828_20221231_220822_B_0,3571.zip
535110_20221219_20230131_221219_B_0,3572.zip
320925_20220828_20230601_220826_B_0,3573.zip
615317_20221211_20231231_221202_B_0,3574.zip
873531_20221211_20231209_221128_B_0,3575.zip
865308_20221211_20231209_221125_B_0,3576.zip
340366_20221211_20231209_221207_B_0,3577.zip
874560_20221211_20231209_221128_B_0,3578.zip
728505_20221211_20231209_221202_B_0,3579.zip
824505_20221211_20231209_221125_B_0,358.zip
866713_20221211_20231209_221116_B_0,3580.zip
895061_20230101_20231209_221214_B_0,3581.zip
882261_20221211_20231209_221128_B_0,3582.zip
902247_20221211_20231209_221128_B_0,3583.zip
325021_20220901_20221231_220824_B_0,3584.zip
000063_20200928_20230817_201012_B_0,3585.zip
290626_20221211_20231209_221202_B_0,3586.zip
490749_20221211_20231209_221130_B_0,3587.zip
100158_20220901_20230903_220902_B_1,3588.zip
113305_20221211_20231209_221209_B_0,3589.zip
760540_20221211_20231209_221205_B_0,359.zip
611530_20221211_20231209_221116_B_0,3590.zip
000310_20220603_20270331_220420_B_0,3591.zip
000331_20200101_20240312_200807_B_0,3592.zip
100236_20230103_20230903_221223_B_0,3593.zip
000089_20210307_20251231_210224_B_0,3594.zip
445038_20221211_20231231_221202_B_0,3595.zip
933251_20221211_20231209_221125_B_0,3596.zip
690101_20221211_20221231_221125_B_0,3597.zip
903242_20221211_20231209_221128_B_0,3598.zip
350501_20220102_20240101_211224_B_0,3599.zip
691453_20221211_20231209_221123_B_0_x1,36.zip
727751_20221211_20231209_221202_B_0,360.zip
661209_20230101_20230101_221221_B_1,3600.zip
100907_20230104_20230904_221223_B_0,3601.zip
100160_20221021_20230903_221024_B_1,3602.zip
950126_20221211_20231209_221125_B_0,3603.zip
771933_20221211_20231209_221125_B_0,3604.zip
728273_20221211_20231209_221202_B_0,3605.zip
864344_20221211_20231209_221125_B_0,3606.zip
925103_20221211_20231209_221209_B_0,3607.zip
000372_20200227_20250118_200807_B_0,3608.zip
865314_20221211_20231209_221125_B_0,3609.zip
100953_20221105_20231209_221104_B_0,361.zip
320911_20220612_20270612_220603_B_0,3610.zip
390235_20221211_20231209_221207_B_0,3611.zip
391454_20221211_20231209_221130_B_0,3612.zip
425000_20200901_20250831_200819_B_0,3613.zip
390222_20221211_20231209_221207_B_0,3614.zip
000278_20221204_20250122_221128_B_0,3615.zip
445040_20220103_20231231_211215_B_0,3616.zip
620037_20221211_20231209_221123_B_0,3617.zip
738403_20221211_20231209_221212_B_0,3618.zip
400835_20221211_20231209_221130_B_0,3619.zip
000263_20210502_20260501_210428_B_0,362.zip
100220_20220822_20230831_220824_B_1,3620.zip
100202_20230103_20230903_221223_B_0,3621.zip
729601_20221211_20231209_221125_B_0,3622.zip
000318_20220704_20250517_220701_B_0,3623.zip
285461_20230101_20231209_221221_B_0,3624.zip
932289_20221211_20231209_221125_B_0,3625.zip
000414_20200701_20230210_200807_B_0,3626.zip
631530_20221211_20231209_221123_B_0,3627.zip
530795_20221211_20231209_221125_B_0,3628.zip
728817_20221211_20231209_221123_B_0,3629.zip
000495_20210502_20250928_210428_B_0,363.zip
100108_20221216_20230903_221216_B_1,3630.zip
505235_20221211_20231209_221118_B_0,3631.zip
691419_20221211_20231209_221123_B_0_x1,3632.zip
728730_20221211_20231209_221125_B_0,3633.zip
225606_20220901_20221231_220826_B_0,3634.zip
670941_20221213_20231209_221214_B_0,3635.zip
440523_20221211_20231209_221130_B_0,3636.zip
890326_20221211_20231209_221123_B_0,3637.zip
655018_20220901_20251231_220826_B_0,3638.zip
000540_20200106_20241105_200807_B_0,3639.zip
100412_20221211_20231209_221212_B_0,364.zip
100191_20220901_20230903_220902_B_1,3640.zip
205003_20221208_20231209_221209_B_1,3641.zip
100108_20220901_20230903_220902_B_1,3642.zip
600950_20221211_20231209_221123_B_0,3643.zip
421453_20220101_20221231_211215_B_2,3644.zip
100320_20221224_20230102_221223_B_0,3645.zip
570915_20230101_20231209_221216_B_0,3646.zip
100264_20220901_20230903_220902_B_0,3647.zip
790680_20230101_20231209_221223_B_0,3648.zip
481530_20220101_20221231_211217_B_0,3649.zip
360837_20221211_20231209_221207_B_0,365.zip
931232_20221211_20231209_221125_B_0,3650.zip
201451_20230102_20231209_221223_B_0,3651.zip
375001_20230101_20231231_221223_B_0,3652.zip
595009_20221028_20221231_221014_B_1,3653.zip
411230_20220514_20230430_220506_B_0,3654.zip
100168_20230103_20230903_221223_B_0,3655.zip
445039_20220511_20231231_220506_B_0,3656.zip
000126_20221013_20250720_221007_B_0,3657.zip
595005_20221211_20231231_221207_B_0,3658.zip
661296_20221211_20231209_221116_B_0,3659.zip
725151_20221211_20231209_221128_B_0,366.zip
727522_20221211_20231209_221202_B_0,3660.zip
350280_20221211_20231209_221123_B_0,3661.zip
100263_20220901_20230903_220902_B_1,3662.zip
330538_20221211_20231209_221205_B_0,3663.zip
795031_20220919_20231210_220907_B_0,3664.zip
100226_20221211_20230903_221207_B_0,3665.zip
300524_20221211_20231209_221125_B_0,3666.zip
100187_20230103_20230903_221223_B_0,3667.zip
281669_20220901_20231209_220819_B_0,3668.zip
726631_20221211_20231209_221123_B_0,3669.zip
905219_20230102_20230102_221223_B_0,367.zip
512404_20221211_20231209_221209_B_0,3670.zip
000168_20190418_20240417_200807_B_0,3671.zip
866706_20221211_20231209_221116_B_0,3672.zip
417014_20230101_20231231_221216_B_0,3673.zip
411210_20230101_20231231_221214_B_0,3674.zip
390249_20221211_20231209_221207_B_0,3675.zip
641361_20221211_20231209_221128_B_0,3676.zip
642303_20221211_20231209_221128_B_0,3677.zip
000046_20190411_20231104_200807_B_0,3678.zip
915020_20221211_20230304_221123_B_2,3679.zip
421198_20230101_20231231_221214_B_0,368.zip
390262_20221211_20231209_221207_B_0,3680.zip
411280_20220101_20221231_211217_B_0,3681.zip
300500_20221211_20231209_221125_B_0,3682.zip
785016_20221211_20231209_221130_B_0,3683.zip
000391_20220620_20230610_220525_B_0,3684.zip
926003_20221211_20231209_221202_B_0,3685.zip
000089_20221211_20231209_221130_B_0,3686.zip
877515_20221211_20231209_221125_B_0,3687.zip
884679_20221211_20231209_221128_B_0,3688.zip
727048_20221211_20231209_221207_B_0,3689.zip
882236_20221211_20231209_221128_B_0,369.zip
729153_20221211_20231209_221130_B_0,3690.zip
728074_20221211_20231209_221202_B_0,3691.zip
370638_20221211_20231209_221205_B_0,3692.zip
738037_20221211_20231209_221212_B_0,3693.zip
695217_20230101_20231209_221216_B_0,3694.zip
485007_20191215_20281231_200807_B_2,3695.zip
100212_20220901_20230903_220902_B_0,3696.zip
595027_20221211_20231231_221207_B_1,3697.zip
220618_20221211_20231209_221207_B_1,3698.zip
727235_20221211_20231209_221202_B_0,3699.zip
380482_20221211_20231209_221205_B_0,37.zip
721330_20221211_20231209_221125_B_0,370.zip
400871_20221211_20231209_221130_B_0,3700.zip
729510_20221231_20230902_221223_B_1,3701.zip
950119_20221211_20231209_221125_B_0,3702.zip
445033_20210104_20231231_210104_B_0,3703.zip
100190_20220901_20230903_220902_B_0,3704.zip
100172_20221114_20230903_221111_B_0,3705.zip
562741_20221211_20231209_221202_B_0,3706.zip
902920_20221211_20231209_221128_B_0,3707.zip
642306_20221211_20231209_221128_B_0,3708.zip
100120_20220926_20230903_220926_B_1,3709.zip
840313_20221211_20230430_221130_B_1,371.zip
100271_20220901_20230903_220902_B_0,3710.zip
661293_20221211_20231209_221116_B_0,3711.zip
330541_20221211_20231209_221205_B_0,3712.zip
824122_20221211_20231209_221125_B_0,3713.zip
103907_20211211_20221231_211210_B_0,3714.zip
790200_20230101_20231209_221223_B_0,3715.zip
852902_20221211_20231209_221128_B_0,3716.zip
582493_20221211_20231209_221202_B_0,3717.zip
728104_20221211_20231209_221128_B_0,3718.zip
270598_20221211_20231209_221125_B_0,3719.zip
490755_20221211_20231209_221130_B_0,372.zip
840315_20221211_20231209_221130_B_0,3720.zip
350340_20221211_20231209_221128_B_0,3721.zip
760740_20221212_20231209_221130_B_0,3722.zip
100129_20230103_20230903_221223_B_0,3723.zip
910130_20221211_20231209_221116_B_0,3724.zip
780411_20221211_20231209_221123_B_0,3725.zip
642334_20221211_20231209_221128_B_0,3726.zip
261463_20221219_20221231_221216_B_1,3727.zip
948120_20221211_20231209_221125_B_0,3728.zip
330537_20221211_20231209_221205_B_0,3729.zip
000008_20210815_20260613_210813_B_0,373.zip
655023_20210701_20251231_210618_B_0,3730.zip
340377_20221211_20231209_221207_B_0,3731.zip
871733_20221211_20231209_221125_B_0,3732.zip
727274_20221211_20231209_221202_B_0,3733.zip
330802_20221211_20230702_221207_B_0,3734.zip
883640_20221211_20231209_221128_B_0,3735.zip
446002_20220601_20231231_220520_B_0,3736.zip
729830_20221211_20231209_221128_B_0,3737.zip
815743_20221201_20231209_221118_B_0,3738.zip
470280_20221211_20231209_221205_B_0,3739.zip
791300_20221211_20231209_221125_B_0,374.zip
100908_20230104_20230904_221223_B_0,3740.zip
430941_20221211_20231209_221130_B_0,3741.zip
417013_20220101_20221231_211203_B_0,3742.zip
932283_20221211_20231209_221125_B_0,3743.zip
000268_20210926_20250910_210922_B_0,3744.zip
001452_20210214_20231208_210224_B_0,3745.zip
221620_20221211_20230630_221209_B_1,3746.zip
915073_20221211_20230304_221123_B_2,3747.zip
650627_20221211_20231209_221125_B_0,3748.zip
823520_20221211_20231209_221123_B_0,3749.zip
691451_20221211_20231209_221123_B_0,375.zip
825032_20220901_20230630_220826_B_0,3750.zip
620781_20221211_20231209_221123_B_0,3751.zip
824952_20221211_20231209_221125_B_0,3752.zip
445027_20221117_20231231_221111_B_0,3753.zip
445021_20220103_20231231_211215_B_0,3754.zip
552623_20221211_20231209_221202_B_0,3755.zip
000081_20181001_20221231_200807_B_0,3756.zip
100143_20221219_20230903_221216_B_0,3757.zip
000160_20210715_20240315_210716_B_0,3758.zip
100250_20220901_20230903_220902_B_1,3759.zip
948625_20221211_20231209_221125_B_0,376.zip
870428_20221211_20231209_221128_B_0,3760.zip
728262_20221211_20231209_221202_B_0,3761.zip
425015_20230101_20261231_221223_B_0,3762.zip
425091_20220801_20221231_220725_B_0,3763.zip
240771_20221211_20231209_221125_B_0,3764.zip
436001_20221211_20231209_221207_B_0,3765.zip
430947_20221211_20231209_221130_B_0,3766.zip
545600_20221211_20230630_221214_B_2,3767.zip
100204_20221003_20230903_220928_B_1,3768.zip
883621_20221211_20230630_221128_B_1,3769.zip
450431_20221211_20230930_221205_B_1,377.zip
728631_20221211_20231209_221125_B_0,3770.zip
728820_20230101_20231209_221221_B_0,3771.zip
481740_20221003_20221231_220926_B_0,3772.zip
883372_20221211_20230331_221128_B_1,3773.zip
615033_20220901_20221231_220831_B_1,3774.zip
206001_20221213_20231101_221216_B_0,3775.zip
582503_20221211_20231209_221207_B_0,3776.zip
000410_20200703_20250630_200807_B_0,3777.zip
700951_20221211_20231209_221125_B_0,3778.zip
445051_20210920_20231231_210915_B_0,3779.zip
425004_20210401_20261231_210312_B_0,378.zip
000287_20191022_20241022_200807_B_0,3780.zip
340345_20221211_20231209_221207_B_0,3781.zip
884671_20221211_20231209_221128_B_0,3782.zip
265150_20220701_20230630_220615_B_2,3783.zip
884692_20221211_20231209_221128_B_0,3784.zip
902233_20221211_20231209_221128_B_0,3785.zip
760680_20221211_20231209_221205_B_0,3786.zip
840317_20221211_20231209_221202_B_0,3787.zip
745562_20221211_20231209_221128_B_1,3788.zip
360827_20221211_20231209_221209_B_0,3789.zip
481750_20220101_20221231_211217_B_0,379.zip
445101_20221211_20231209_221207_B_0,3790.zip
330801_20210613_20230114_210604_B_0,3791.zip
620712_20221211_20231209_221123_B_0,3792.zip
595012_20211226_20221230_211208_B_0,3793.zip
100407_20221211_20231209_221212_B_1,3794.zip
655023_20220901_20251231_220826_B_0,3795.zip
000192_20190225_20240228_200807_B_0,3796.zip
726048_20221211_20231209_221202_B_0,3797.zip
100246_20220901_20230903_220902_B_0,3798.zip
804190_20221211_20231209_221125_B_0,3799.zip
595013_20211226_20221230_211208_B_0,38.zip
728406_20221211_20231209_221128_B_0,380.zip
445026_20221223_20230102_221216_B_0,3800.zip
545015_20220901_20230630_220824_B_2,3801.zip
370653_20221211_20231209_221205_B_0,3802.zip
445032_20220411_20231231_220404_B_0,3803.zip
541722_20221211_20231209_221125_B_0,3804.zip
325006_20221117_20221231_221116_B_1,3805.zip
200553_20221219_20231209_221219_B_0,3806.zip
905222_20221211_20231209_221125_B_0,3807.zip
290690_20221211_20231209_221125_B_0,3808.zip
852901_20221211_20231209_221128_B_0,3809.zip
883637_20221211_20231209_221128_B_0,381.zip
100163_20221224_20230102_221223_B_0,3810.zip
